cluster,entropie,nb_changements,nb_classes_visitees
1,0.16615192646058102,0.348594004183128,1.232473468123015
2,0.4184111044261512,0.9670482329406535,1.600744609913314
3,0.7960456628429744,1.6989371849025754,2.079234228096471
4,0.25796885613860937,0.5732863393291201,1.374210014584346
5,0.0,0.0,1.0
6,0.0,0.0,1.0
